request_title,category,subcategory,urgency_level,priority_label,estimated_people_affected,location_city,location_state,deadline_hours,required_skills,required_items,volunteers_needed,is_medical_emergency,is_disaster_related,transport_required,contact_preference,task_type,effort_level,min_experience_level,shift_type,need_type,family_count,children_involved,elderly_involved,request_description
Medical Assistance Request – Nashik,medical,vaccination_drive,medium,Medium,0,Nashik,Maharashtra,48,medical|logistics,,100,0,0,0,phone,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 100 volunteers to assist in COVID vaccination drive in Nashik
Awareness Campaign – Patna,awareness,health_awareness,medium,Medium,0,Patna,Bihar,72,teaching|counseling,,30,0,0,0,whatsapp,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Patna. Need 30 volunteers
Education Volunteer Request – Kochi,education,supplies_distribution,low,Low,75,Kochi,Kerala,72,,school_supplies|books,2,0,0,0,email,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 75 children in Kochi. Need 2 volunteers. Situation is this month.
Elderly Care Support – Chennai,elderly_care,care_home_support,medium,Medium,0,Chennai,Tamil Nadu,48,counseling|medical,,50,0,0,0,whatsapp,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Chennai needs 50 volunteers for daily assistance and companionship
Admin Volunteer Need – Bengaluru,administration,data_entry,low,Low,0,Bengaluru,Karnataka,168,data_entry,,100,0,0,0,phone,data_entry,low,beginner,any,data_entry,0,0,0,Need 100 volunteers for data entry and documentation work for NGO in Bengaluru
Food Distribution Need – Hyderabad,food_relief,nutrition_support,high,High,200,Hyderabad,Telangana,4,,nutrition_supplements|food,0,0,0,0,phone,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 200 malnourished children in Hyderabad need food supplements and nutrition support
Food Distribution Need – Patna,food_relief,ration_distribution,high,High,800,Patna,Bihar,4,,ration_packets,10,0,0,0,phone,ration_distribution,medium,beginner,any,ration_distribution,200,0,0,Ration distribution for 200 poor families in Patna. Need volunteers in 4 hours
Animal Welfare Help – Bengaluru,animal_welfare,animal_rescue,medium,Medium,0,Bengaluru,Karnataka,12,rescue|medical,,30,0,1,0,phone,animal_rescue,medium,beginner,any,animal_rescue,0,0,0,Stray animals injured in floods in Bengaluru. Need 30 volunteers for rescue and care
Cleanup Drive – Delhi,cleanup,community_cleanup,low,Low,0,Delhi,Delhi,96,cleanup,,150,0,0,0,email,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Delhi this Sunday. Need 150 enthusiastic volunteers
Disaster Relief Support – Lucknow,disaster_relief,earthquake_relief,critical,Critical,10,Lucknow,Uttar Pradesh,8,,food|medicine|first_aid,0,1,1,1,phone,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Lucknow. 10 survivors need medical aid and food within 8 hours. Situation is critical.
Food Distribution Need – Lucknow,food_relief,community_kitchen,medium,Medium,0,Lucknow,Uttar Pradesh,48,food_distribution,,100,0,0,0,phone,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Lucknow needs 100 volunteers to cook meals for homeless people. Situation is this week.
Food Distribution Need – Kochi,food_relief,nutrition_support,high,High,30,Kochi,Kerala,8,,nutrition_supplements|food,0,0,0,0,phone,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 30 malnourished children in Kochi need food supplements and nutrition support
Cleanup Drive – Jaipur,cleanup,disaster_cleanup,medium,Medium,0,Jaipur,Rajasthan,72,cleanup|logistics,cleaning_supplies,75,0,1,0,phone,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Jaipur. Need 75 volunteers with cleaning equipment
Education Volunteer Request – Pune,education,tutoring,low,Low,0,Pune,Maharashtra,168,teaching,,150,0,0,0,whatsapp,tutoring,medium,regular,any,tutoring,0,1,0,Need 150 volunteer teachers for free coaching classes for underprivileged children in Pune
Logistics Volunteer Need – Jaipur,logistics,medicine_delivery,high,High,100,Jaipur,Rajasthan,4,driving|logistics,medicine,0,1,0,1,whatsapp,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 100 elderly patients in Jaipur within 4 hours. Bike riders needed. Situation is urgently.
Medical Assistance Request – Visakhapatnam,medical,medical_camp,medium,Medium,0,Visakhapatnam,Andhra Pradesh,72,medical,,10,0,0,0,whatsapp,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Visakhapatnam needs 10 volunteer doctors and paramedics this weekend
Food Distribution Need – Nagpur,food_relief,ration_distribution,high,High,120,Nagpur,Maharashtra,72,,ration_packets,2,0,0,0,phone,ration_distribution,medium,beginner,any,ration_distribution,30,0,0,Ration distribution for 30 poor families in Nagpur. Need volunteers in 72 hours
Logistics Volunteer Need – Ahmedabad,logistics,medicine_delivery,high,High,0,Ahmedabad,Gujarat,8,driving|logistics,,30,1,0,1,whatsapp,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 30 volunteers with bikes to deliver medicine in Ahmedabad tonight
Disaster Relief Support – Lucknow,disaster_relief,flood_relief,critical,Critical,200,Lucknow,Uttar Pradesh,12,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 200 people in Lucknow, need food and blankets urgently within 12 hours"
Medical Assistance Request – Chennai,medical,medical_camp,medium,Medium,0,Chennai,Tamil Nadu,72,medical,,10,0,0,0,whatsapp,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Chennai needs 10 volunteer doctors and paramedics this weekend
Fundraising Drive – Bhopal,fundraising,donation_drive,medium,Medium,0,Bhopal,Madhya Pradesh,72,logistics,,75,0,0,0,email,donation_drive,medium,beginner,any,donation_drive,0,0,0,Fundraising drive for flood victims in Bhopal. Need 75 volunteers for door-to-door campaign
Mental Health Support – Nagpur,mental_health,awareness_camp,low,Low,0,Nagpur,Maharashtra,72,counseling|teaching,,100,0,0,0,email,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Nagpur needs 100 volunteer counselors this weekend
Mental Health Support – Mumbai,mental_health,awareness_camp,low,Low,0,Mumbai,Maharashtra,72,counseling|teaching,,10,0,0,0,phone,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Mumbai needs 10 volunteer counselors this weekend
Medical Assistance Request – Bhopal,medical,emergency_medical,critical,Critical,20,Bhopal,Madhya Pradesh,48,medical,,4,1,0,0,email,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Bhopal. 20 patients need immediate attention. Doctors and nurses required within 48 hours
Education Volunteer Request – Nashik,education,tutoring,low,Low,0,Nashik,Maharashtra,168,teaching,,100,0,0,0,phone,tutoring,medium,regular,any,tutoring,0,1,0,Need 100 volunteer teachers for free coaching classes for underprivileged children in Nashik
Mental Health Support – Surat,mental_health,awareness_camp,low,Low,0,Surat,Gujarat,72,counseling|teaching,,75,0,0,0,whatsapp,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Surat needs 75 volunteer counselors this weekend. Situation is no rush.
Water & Sanitation Help – Jaipur,water_sanitation,sanitation,high,High,0,Jaipur,Rajasthan,72,cleanup,,100,0,1,0,email,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Jaipur. 100 volunteers required immediately
Education Volunteer Request – Guwahati,education,supplies_distribution,low,Low,150,Guwahati,Assam,72,,school_supplies|books,5,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 150 children in Guwahati. Need 5 volunteers. Situation is this month.
Awareness Campaign – Nashik,awareness,health_awareness,medium,Medium,0,Nashik,Maharashtra,72,teaching|counseling,,30,0,0,0,phone,health_awareness,medium,beginner,any,health_awareness,0,0,0,Awareness campaign about dengue fever prevention in Nashik. Need 30 volunteers. Situation is within 48 hours.
Shelter Support – Kochi,shelter,temporary_shelter,high,High,40,Kochi,Kerala,6,,tarpaulin|blankets,3,0,1,0,email,temporary_shelter,medium,beginner,any,temporary_shelter,10,0,0,Need to set up temporary shelter for 10 displaced families in Kochi. Volunteers needed urgently. Situation is today.
Food Distribution Need – Guwahati,food_relief,food_distribution,high,High,0,Guwahati,Assam,24,food_distribution|logistics,,20,0,0,0,phone,food_distribution,medium,beginner,morning,food_distribution,0,0,0,Need 20 volunteers for food distribution in Guwahati tomorrow morning. Situation is ASAP.
Women Safety Support – Nagpur,women_safety,shelter_support,high,High,20,Nagpur,Maharashtra,6,counseling,,0,0,0,0,phone,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 20 women and children in Nagpur escaping domestic violence. Situation is urgently.
Education Volunteer Request – Bhopal,education,supplies_distribution,low,Low,30,Bhopal,Madhya Pradesh,72,,school_supplies|books,2,0,0,0,email,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 30 children in Bhopal. Need 2 volunteers
Logistics Volunteer Need – Ahmedabad,logistics,medicine_delivery,high,High,0,Ahmedabad,Gujarat,8,driving|logistics,,75,1,0,1,phone,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 75 volunteers with bikes to deliver medicine in Ahmedabad tonight
Animal Welfare Help – Nashik,animal_welfare,shelter_support,low,Low,0,Nashik,Maharashtra,72,,,100,0,0,0,email,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Nashik needs 100 volunteers for feeding and care
Food Distribution Need – Lucknow,food_relief,ration_distribution,high,High,200,Lucknow,Uttar Pradesh,4,,ration_packets,2,0,0,0,email,ration_distribution,medium,beginner,any,ration_distribution,50,0,0,Ration distribution for 50 poor families in Lucknow. Need volunteers in 4 hours. Situation is today.
Education Volunteer Request – Nashik,education,tutoring,low,Low,0,Nashik,Maharashtra,168,teaching,,150,0,0,0,email,tutoring,medium,regular,any,tutoring,0,1,0,Need 150 volunteer teachers for free coaching classes for underprivileged children in Nashik
Animal Welfare Help – Mumbai,animal_welfare,shelter_support,low,Low,0,Mumbai,Maharashtra,72,,,150,0,0,0,phone,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Mumbai needs 150 volunteers for feeding and care. Situation is next week.
Cleanup Drive – Kolkata,cleanup,community_cleanup,low,Low,0,Kolkata,West Bengal,96,cleanup,,50,0,0,0,phone,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Kolkata this Sunday. Need 50 enthusiastic volunteers
Animal Welfare Help – Nashik,animal_welfare,shelter_support,low,Low,0,Nashik,Maharashtra,72,,,75,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Nashik needs 75 volunteers for feeding and care. Situation is this month.
Childcare Support – Kolkata,childcare,childcare_support,medium,Medium,10,Kolkata,West Bengal,48,teaching|counseling,,2,0,0,0,phone,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Kolkata for 10 children while parents work. Situation is tomorrow.
Disaster Relief Support – Visakhapatnam,disaster_relief,cyclone_relief,critical,Critical,800,Visakhapatnam,Andhra Pradesh,4,,food|shelter|blankets,0,0,1,1,email,cyclone_relief,medium,beginner,any,cyclone_relief,200,0,0,Cyclone affected 200 families in Visakhapatnam need immediate shelter and food. Urgent help needed in 4 hours. Situation is life-threatening.
Logistics Volunteer Need – Nagpur,logistics,medicine_delivery,high,High,0,Nagpur,Maharashtra,8,driving|logistics,,50,1,0,1,email,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 50 volunteers with bikes to deliver medicine in Nagpur tonight. Situation is within 12 hours.
Elderly Care Support – Ahmedabad,elderly_care,care_home_support,medium,Medium,0,Ahmedabad,Gujarat,48,counseling|medical,,200,0,0,0,email,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Ahmedabad needs 200 volunteers for daily assistance and companionship
Cleanup Drive – Kochi,cleanup,disaster_cleanup,medium,Medium,0,Kochi,Kerala,48,cleanup|logistics,cleaning_supplies,30,0,1,0,phone,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Kochi. Need 30 volunteers with cleaning equipment
Food Distribution Need – Lucknow,food_relief,ration_distribution,high,High,80,Lucknow,Uttar Pradesh,72,,ration_packets,2,0,0,0,email,ration_distribution,medium,beginner,any,ration_distribution,20,0,0,Ration distribution for 20 poor families in Lucknow. Need volunteers in 72 hours. Situation is within 12 hours.
Shelter Support – Visakhapatnam,shelter,temporary_shelter,high,High,120,Visakhapatnam,Andhra Pradesh,24,,tarpaulin|blankets,6,0,1,0,phone,temporary_shelter,medium,beginner,any,temporary_shelter,30,0,0,Need to set up temporary shelter for 30 displaced families in Visakhapatnam. Volunteers needed urgently
Medical Assistance Request – Coimbatore,medical,medical_camp,medium,Medium,0,Coimbatore,Tamil Nadu,72,medical,,150,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Coimbatore needs 150 volunteer doctors and paramedics this weekend. Situation is within 48 hours.
Women Safety Support – Coimbatore,women_safety,shelter_support,high,High,50,Coimbatore,Tamil Nadu,24,counseling,,0,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 50 women and children in Coimbatore escaping domestic violence. Situation is ASAP.
Mental Health Support – Lucknow,mental_health,trauma_counseling,high,High,20,Lucknow,Uttar Pradesh,72,counseling,,0,0,1,0,whatsapp,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 20 disaster survivors in Lucknow. Need certified counselors
Water & Sanitation Help – Lucknow,water_sanitation,sanitation,high,High,0,Lucknow,Uttar Pradesh,72,cleanup,,50,0,1,0,email,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Lucknow. 50 volunteers required immediately. Situation is today.
Medical Assistance Request – Ahmedabad,medical,medical_camp,medium,Medium,0,Ahmedabad,Gujarat,72,medical,,150,0,0,0,email,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Ahmedabad needs 150 volunteer doctors and paramedics this weekend
Shelter Support – Kolkata,shelter,temporary_shelter,high,High,120,Kolkata,West Bengal,4,,tarpaulin|blankets,6,0,1,0,email,temporary_shelter,medium,beginner,any,temporary_shelter,30,0,0,Need to set up temporary shelter for 30 displaced families in Kolkata. Volunteers needed urgently. Situation is tonight.
Animal Welfare Help – Lucknow,animal_welfare,animal_rescue,medium,Medium,0,Lucknow,Uttar Pradesh,6,rescue|medical,,150,0,1,0,phone,animal_rescue,medium,beginner,any,animal_rescue,0,0,0,Stray animals injured in floods in Lucknow. Need 150 volunteers for rescue and care
Food Distribution Need – Mumbai,food_relief,food_distribution,high,High,0,Mumbai,Maharashtra,24,food_distribution|logistics,,10,0,0,0,phone,food_distribution,medium,beginner,morning,food_distribution,0,0,0,Need 10 volunteers for food distribution in Mumbai tomorrow morning
